Generic Name,SMILES,SMILES (InChI Key),Confidence,Permeability Class,Papp (*10E-6 cm/s)
4-Methoxycinnamic acid,COC1=CC=C(/C=C/C(=O)O)C=C1,AFDXODALSZRGIH-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,29.08459859
Palmitoleic acid,CCCCCC/C=C\CCCCCCCC(=O)O,SECPZKHBENQXJG-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,28.88039734
Palmitelaidic acid,CCCCCC/C=C/CCCCCCCC(=O)O,SECPZKHBENQXJG-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,28.88039734
Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,RZVAJINKPMORJF-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,28.60620905
5-(2-Hydroxyethyl)-4-methylthiazole,CC1=C(CCO)SC=N1,BKAWJIRCKVUVED-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,28.42811178
Stearidonic acid,CC/C=C/C/C=C/C/C=C/C/C=C/CCCCC(=O)O,JIWBIWFOSCKQMA-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,28.09040791
Dimethyl trisulfide,CSSSC,YWHLKYXPLRWGSE-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,28.00929166
Piperidine,C1CCNCC1,NQRYJNQNLNOLGT-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.93266716
Androstenedione,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,AEMFNILZOJDQLW-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.73605523
Arachidonic acid,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,YZXBAPSDXZZRGB-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.70136368
"8,11,14,17-Eicosatetraenoic acid",CC/C=C/C/C=C/C/C=C/C/C=C/CCCCCCC(=O)O,HQPCSDADVLFHHO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.70136368
"8,11,14-Eicosatrienoic acid",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O,HOBAELRKJCKHQD-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.70136368
Eicosadienoic acid,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O,XSXIVVZCUAHUJO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.70136368
"11,14,17-Eicosatrienoic acid",CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,AHANXAKGNAKFSK-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.70136368
trans-Coniferylaldehyde,COC1=C(O)C=CC(/C=C/C=O)=C1,DKZBBWMURDFHNE-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,27.68384953
Propionic acid,CCC(=O)O,XBDQKXXYIPTUBI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,26.9925938
Methanol,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,26.94182303
Dodecanoylcarnitine,CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,FUJLYHJROOYKRA-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,25.93895753
O-Dodecanoylcarnitine,CCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,FUJLYHJROOYKRA-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,25.93895753
"7Z,14Z-eicosadienoic acid",CCCCC/C=C\CCCCC/C=C\CCCCCC(=O)O,LYJCLHKKCLWCLC-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,25.83979402
Niacinamide,NC(=O)C1=CC=CN=C1,DFPAKSUCGFBDDF-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,25.7337155
Estrone,C[C@]12CC[C@@H]3C4=C(C=C(O)C=C4)CC[C@H]3[C@@H]1CCC2=O,DNXHEGUUPJUMQT-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,25.635096
Propionylcarnitine,CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,UFAHZIUFPNSHSL-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,25.39534683
O-Propanoyl-D-carnitine,CCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,UFAHZIUFPNSHSL-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,25.39534683
Nonadecanoic acid,CCCCCCCCCCCCCCCCCCC(=O)O,ISYWECDDZWTKFF-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,25.15970154
Eicosapentaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,JAZBEHYOTPTENJ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,24.91107268
Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O,MUMGGOZAMZWBJJ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,24.76702118
Eicosenoic acid,CCCCCCCC/C=C\CCCCCCCCCC(=O)O,BITHHVVYSMSWAG-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,24.46686574
Gadoleic acid,CCCCCCCCCC/C=C\CCCCCCCC(=O)O,LQJBNNIYVWPHFW-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,24.46686574
C20:1 c5,CCCCCCCCCCCCCC/C=C\CCCC(=O)O,FPAQLJHSZVFKES-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,24.46686574
Isobutyric acid,CC(C)C(=O)O,KQNPFQTWMSNSAP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,24.01414681
Acetic acid,CC(=O)O,QTBSBXVTEAMEQO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,23.78861267
4-Aminobutyraldehyde,NCCCC=O,DZQLQEYLEYWJIB-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,23.43895053
3-Aminopropionaldehyde,NCCC=O,PCXDJQZLDDHMGX-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,23.43895053
Oxolinic Acid,CCN1C=C(C(=O)O)C(=O)C2=CC3=C(C=C21)OCO3,KYGZCKSPAKDVKC-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,23.41913833
(+)-a-Pinene,CC1=CCC2CC1C2(C)C,GRWFGVWFFZKLTI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,23.19765413
(-)-alpha-Pinene,CC1=CC[C@H]2C[C@@H]1C2(C)C,GRWFGVWFFZKLTI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,23.19765413
Methylamine,CN,BAVYZALUXZFZLV-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,23.04232932
Dehydroepiandrosterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,FMGSKLZLMKYGDP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.87453815
4-Hydroxycinnamic acid,O=C(O)/C=C/C1=CC=C(O)C=C1,NGSWKAQJJWESNS-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.75474495
Formononetin,COC1=CC=C(C2=COC3=C(C=CC(O)=C3)C2=O)C=C1,HKQYGTCOTHHOMP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.72377698
2-Octenedioic acid,O=C(O)/C=C/CCCCC(=O)O,BNTPVRGYUHJFHN-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,22.55689297
Arachidic acid,CCCCCCCCCCCCCCCCCCCC(=O)O,VKOBVWXKNCXXDE-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.29513544
L-Acetylcarnitine,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,RDHQFKQIGNGIED-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.18172891
Acetyl-D-carnitine,CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,RDHQFKQIGNGIED-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.18172891
DL-Acetylcarnitine,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,RDHQFKQIGNGIED-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.18172891
Ethoxyacetic acid,CCOCC(=O)O,YZGQDNOIGFBYKF-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,22.17413888
Gamma Hydroxybutyric Acid,O=C([O-])CCCO,SJZRECIVHVDYJC-UHFFFAOYSA-M,HIGH CONFIDENCE,High permeability,22.13282414
p-Cresol sulfate,CC1=CC=C(OS(=O)(=O)O)C=C1,WGNAKZGUSRVWRH-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.8072675
"11b-Hydroxyandrost-4-ene-3,17-dione",C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(O)C[C@]2(C)C(=O)CC[C@@H]12,WSCUHXPGYUMQEX-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.74144314
"3,4,5-Trimethoxycinnamic acid",COC1=CC(/C=C/C(=O)O)=CC(OC)=C1OC,YTFVRYKNXDADBI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.73051044
Dimethylglycine,CN(C)CC(=O)O,FFDGPVCHZBVARC-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.70378853
Choline,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.64328845
4-Nitrophenol,O=[N+]([O-])C1=CC=C(O)C=C1,BTJIUGUIPKRLHP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.49059873
alpha-Hexachlorocyclohexane(HCH),Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.40840958
beta-Hexachlorocyclohexane(HCH),Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.40840958
delta-Hexachlorocyclohexane,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.40840958
gamma-Hexachlorocyclohexane(HCH),Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.40840958
Butyric acid,CCCC(=O)O,FERIUCNNQQJTOY-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,21.396838
Acetoacetic acid,CC(=O)CC(=O)O,WDJHALXBUFZDSR-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,20.63022655
Isobutyrylcarnitine,CC(C)C(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,LRCNOZRCYBNMEP-UHFFFAOYSA-O,HIGH CONFIDENCE,High permeability,20.55801024
3-Cresotinic acid,CC1=C(O)C(C(=O)O)=CC=C1,WHSXTWFYRGOBGO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,20.55656228
4-(Methylamino)benzoic acid,CNC1=CC=C(C(=O)O)C=C1,ZVIDMSBTYRSMAR-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,20.27995667
Phenyl-Leucine,CC(C)C[C@H](NC1=CC=CC=C1)C(=O)O,GUKOKXKMWGOHJJ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,20.11199673
Homocysteine thiolactone,NC1CCSC1=O,KIWQWJKWBHZMDT-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,19.91232746
Salicylic acid,O=C(O)C1=CC=CC=C1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,19.32364008
Formic acid,O=CO,BDAGIHXWWSANSR-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,19.29790302
Estradiol,C[C@]12CC[C@@H]3C4=C(C=C(O)C=C4)CC[C@H]3[C@@H]1CC[C@@H]2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,19.11019374
17a-Estradiol,C[C@]12CC[C@@H]3C4=C(C=C(O)C=C4)CC[C@H]3[C@@H]1CC[C@H]2O,VOXZDWNPVJITMN-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,19.11019374
Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,HVYWMOMLDIMFJA-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.62171657
Mevalonolactone,C[C@]1(O)CCOC(=O)C1,JYVXNLLUYHCIIH-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.57298471
L-Carnitine,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],PHIQHXFUZVPYII-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.33944968
p-Hydroxyphenylacetic acid,O=C(O)CC1=CC=C(O)C=C1,XQXPVVBIMDBYFF-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.25006104
3-Hydroxyphenylacetic acid,O=C(O)CC1=CC(O)=CC=C1,FVMDYYGIDFPZAX-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.25006104
Itaconic acid,C=C(CC(=O)O)C(=O)O,LVHBHZANLOWSRM-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,18.24364794
2-Oxo-4-methylthiobutanoic acid,CSCCC(=O)C(=O)O,SXFSQZDSUWACKX-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.24303128
Succinic acid,O=C(O)CCC(=O)O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.21677347
3-Hydroxybutyric acid,CC(O)CC(=O)O,WHBMMWSBFZVSSR-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,18.13536699
Pyruvic acid,CC(=O)C(=O)O,LCTONWCANYUPML-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,17.91241209
4-Hydroxybenzoic acid,O=C(O)C1=CC=C(O)C=C1,FJKROLUGYXJWQN-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,17.79094573
Ortho-Hydroxyphenylacetic acid,O=C(O)CC1=CC=CC=C1O,CCVYRRGZDBSHFU-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,17.71444749
Heneicosanoic acid,CCCCCCCCCCCCCCCCCCCCC(=O)O,CKDDRHZIAZRDBW-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,17.5327797
Fumaric acid,O=C(O)/C=C/C(=O)O,VZCYOOQTPOCHFL-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,17.37316924
2-Indolecarboxylic acid,O=C(O)C1=CC2=C(C=CC=C2)N1,HCUARRIEZVDMPT-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,17.22263744
Xestoaminol C,CCCCCCCCCCC[C@@H](O)[C@H](C)N,WMUMHAZHWIUBPN-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,17.12746325
"5Z,13Z-Docosadienoic acid",CCCCCCCC/C=C\CCCCC/C=C\CCCCC(=O)O,ILJOFPXBYTXXCP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,16.61011478
Equol,OC1=CC=C([C@H]2COC3=CC(O)=CC=C3C2)C=C1,ADFCQWZHKCXPAJ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,16.53595109
2-Hydroxybutyric acid,CCC(O)C(=O)O,AFENDNXGAFYKQO-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,16.22388391
Erucic acid,CCCCCCCC/C=C/CCCCCCCCCCCC(=O)O,DPUOLQHDNGRHBS-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,16.17607925
Vanillic acid,COC1=C(O)C=CC(C(=O)O)=C1,WKOLLVMJNQIZCI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,16.17309523
Glyceraldehyde,O=CC(O)CO,MNQZXJOMYWMBOU-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,16.16496393
Citraconic acid,C/C(=C/C(=O)O)C(=O)O,HNEGQIOMVPPMNR-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,16.15620833
Progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,RJKFOVLPORLFTN-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,16.14173306
L-Lactic acid,C[C@@H](O)C(=O)O,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.92603193
Methylmalonic acid,CC(C(=O)O)C(=O)O,ZIYVHBGGAOATLY-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.8864122
Alpha-CEHC,CC1=C(O)C(C)=C2CCC(C)(CCC(=O)O)OC2=C1C,AXODOWFEFKOVSH-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.85989534
N-Methyltryptamine,CNCCC1=CNC2=CC=CC=C12,NCIKQJBVUNUXLW-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.8243927
Adrenic acid,CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)O,TWSWSIQAPQLDBP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.81230419
Malonic acid,O=C(O)CC(=O)O,OFOBLEOULBTSOW-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.74739418
"Indole-5,6-quinone",O=C1C=C2C=CNC2=CC1=O,IGGVVGHJSQSLFO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.55882393
Estrone sulfate,C[C@]12CC[C@@H]3C4=C(C=C(OS(=O)(=O)O)C=C4)CC[C@H]3[C@@H]1CCC2=O,JKKFKPJIXZFSSB-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.31621751
5-Methoxyindoleacetate,COC1=CC2=C(C=C1)NC=C2CC(=O)O,COCNDHOPIHDTHK-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,15.2083246
Daidzein,O=C1C(C2=CC=C(O)C=C2)=COC2=C1C=CC(O)=C2,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.84003648
Docosapentaenoic acid,CCCCCCCCCCC/C=C/C=C/C=C/C=C/C=C/C(=O)O,YEKFYCQGYMVFKR-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.72955352
Phosphorylcholine,C[N+](C)(C)CCOP(=O)(O)O,YHHSONZFOIEMCP-UHFFFAOYSA-O,HIGH CONFIDENCE,High permeability,14.64632743
Methanesulfonic acid,CS(=O)(=O)O,AFVFQIVMOAPDHO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.54828244
Dihydroxyacetone,O=C(CO)CO,RXKJFZQQPQGTFL-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.41500035
Clupanodonic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,YUFFSWGQGVEMMI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.28347389
Tetracosapentaenoic acid (24:5n-6),CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O,VENRYLMOFDSSDJ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.19229983
Tetracosapentaenoic acid (24:5n-3),CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,NPTIBOCVSPURCS-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.19229983
Docosahexaenoic acid,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,MBMBGCFOFBJSGT-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.18699879
Biochanin A,COC1=CC=C(C2=COC3=CC(O)=CC(O)=C3C2=O)C=C1,WUADCCWRTIWANL-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,14.03850627
Glycitein,COC1=C(O)C=C2OC=C(C3=CC=C(O)C=C3)C(=O)C2=C1,DXYUAIFZCFRPTH-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.87156327
cis-5-Tetradecenoylcarnitine,CCCCCCCC/C=C\CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,NNCBVXBBLABOCB-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.69387872
Aldosterone,C[C@]12CCC(=O)C=C1CCC1C2[C@@H](O)C[C@@]2(C=O)C1CC[C@@H]2C(=O)CO,PQSUYGKTWSAVDQ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.62751373
Phytanic acid,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O,RLCKHJSFHOZMDR-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.48369217
Terbutryn,CCN=C1N=C(NC(C)(C)C)NC(SC)=N1,IROINLKCQGIITA-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.42555507
Vitamin A,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.3616942
5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,JTEJPPKMYBDEMY-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.28399872
Behenic acid,CCCCCCCCCCCCCCCCCCCCCC(=O)O,UKMSUNONTOPOIO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,13.18304955
Tetradecanoylcarnitine,CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,PSHXNVGSVNEJBD-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.58066427
O-Tetradecanoylcarnitine,CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,PSHXNVGSVNEJBD-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.58066427
Tetracosatetraenoic acid n-6,CCCCCCCCCCCCCCC/C=C/C=C/C=C/C=C/C(=O)O,RZHACVKGHNMWOP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.56674855
4-Hydroxyphenylpyruvic acid,O=C(O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.5122192
Naringenin,O=C1C[C@@H](C2=CC=C(O)C=C2)OC2=C1C(O)=CC(O)=C2,FTVWIRXFELQLPI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.29863399
Saccharin,O=S1(=O)N=C(O)C2=CC=CC=C21,CVHZOJJKTDOEJC-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.18543668
Melatonin,COC1=CC=C2NC=C(CCNC(C)=O)C2=C1,DRLFMBDRBRZALE-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.17333651
Enterolactone,O=C1OCC(CC2=CC(O)=CC=C2)C1CC1=CC(O)=CC=C1,HVDGDHBAMCBBLR-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.17309324
Vitamin D3,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)C1CC[C@@H]2[C@H](C)CCCC(C)C,QYSXJUFSXHHAJI-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.09667766
L-Proline,O=C(O)[C@@H]1CCCN1,ONIBWKKTOPOVIA-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,12.00482511
"6,9,12,15,18,21-Tetracosahexaenoic acid",CCC=CCC=CCC=CCC=CCC=CCC=CCCCCC(=O)O,YHGJECVSSKXFCJ-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.98201225
Prometryn,CSC1=NC(=NC(C)C)NC(=NC(C)C)N1,AAEVYOVXGOFMJO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.98119191
N-Acetylputrescine,CC(=O)NCCCCN,KLZGKIDSEJWEDW-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,11.96696388
Oxalic acid,O=C(O)C(=O)O,MUBZPKHOEPUJKR-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,11.91477079
o-p²-DDT,ClC1=CC=C(C(C2=CC=CC=C2Cl)C(Cl)(Cl)Cl)C=C1,CVUGPAFCQJIYDT-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.87014128
p-p²-DDT,ClC1=CC=C(C(C2=CC=C(Cl)C=C2)C(Cl)(Cl)Cl)C=C1,YVGGHNCTFXOJCH-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.87014128
Nicotinic acid,O=C(O)C1=CN=CC=C1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.69911708
o-p²-DDE,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,ZDYJWDIWLRZXDB-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.64119341
p-p²-DDE,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,UCNVFOCBFJOQAL-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.64119341
Indolylacryloylglycine,O=C(O)CN=C(O)/C=C/C1=CNC2=CC=CC=C12,DUIFVCFSAWHIOD-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.55928906
Hydroxybutyrylcarnitine,CC(O)CC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,UEFRDQSMQXDWTO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.10847852
3-Hydroxybutyrylcarnitine,CC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,UEFRDQSMQXDWTO-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.10847852
"(5Z,8Z)-3-Hydroxytetradecadienoylcarnitine",CCCCC/C=C\CC=CCC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,LVNITLZCNUEXQK-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,11.01318294
Pipecolic acid,O=C(O)C1CCCCN1,HXEACLLIILLPRG-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,10.95927113
L-Pipecolic acid,O=C(O)[C@@H]1CCCCN1,HXEACLLIILLPRG-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,10.95927113
D-Pipecolic acid,O=C(O)[C@H]1CCCCN1,HXEACLLIILLPRG-UHFFFAOYSA-N,LOW CONFIDENCE,High permeability,10.95927113
atrazine,CCN=C1N=C(Cl)NC(=NC(C)C)N1,MXWJVTOOROXGIU-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,10.93701234
Tricosanoic acid,CCCCCCCCCCCCCCCCCCCCCCC(=O)O,XEZVDURJDFGERA-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,10.88876673
Tetracosanoic acid,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,QZZGJDVWLFXDLK-UHFFFAOYSA-N,HIGH CONFIDENCE,High permeability,10.88876673
